6344;2022-11-14 10:33:08;59;0;0;400;327;331;0;1;ok
6348;2022-11-14 10:33:16;59;0;0;399;328;328;5;1;ok
6349;2022-11-14 10:33:19;59;0;0;399;327;328;8;1;ok
6350;2022-11-14 10:33:21;59;0;0;399;327;328;9;1;ok
6353;2022-11-14 10:33:27;59;0;0;399;328;327;13;1;ok
6354;2022-11-14 10:33:30;59;0;0;399;328;327;14;1;ok
6355;2022-11-14 10:33:32;59;0;0;399;327;326;14;1;ok
6356;2022-11-14 10:33:34;59;0;0;398;328;322;14;1;ok
6357;2022-11-14 10:33:36;59;0;0;398;329;345;14;1;ok
6358;2022-11-14 10:33:38;59;0;0;398;328;344;14;1;ok
6359;2022-11-14 10:33:41;59;0;0;398;327;347;14;1;ok
6360;2022-11-14 10:33:43;59;0;0;398;327;345;14;1;ok
6361;2022-11-14 10:33:45;59;0;0;398;328;345;14;1;ok
6362;2022-11-14 10:33:47;59;0;0;398;328;346;14;1;ok
6363;2022-11-14 10:33:49;59;0;0;398;328;345;15;1;ok
6368;2022-11-14 10:34:00;59;0;0;399;327;322;22;1;ok
6369;2022-11-14 10:34:02;59;0;0;398;328;321;23;1;ok
6370;2022-11-14 10:34:04;59;0;0;399;328;325;25;1;ok
6371;2022-11-14 10:34:07;59;0;0;399;327;327;27;1;ok
6372;2022-11-14 10:34:09;59;0;0;398;327;327;29;1;ok
6373;2022-11-14 10:34:11;59;0;0;399;327;326;31;1;ok
6374;2022-11-14 10:34:14;59;0;0;399;327;327;33;1;ok
6375;2022-11-14 10:34:16;59;0;0;399;327;327;35;1;ok
6376;2022-11-14 10:34:18;59;0;0;399;327;327;38;1;ok
6403;2022-11-14 10:35:22;59;0;0;399;327;327;74;1;ok
6404;2022-11-14 10:35:24;59;0;0;398;328;327;75;1;ok
6411;2022-11-14 10:35:41;59;0;0;399;327;324;86;1;ok
6412;2022-11-14 10:35:44;59;0;0;399;327;325;89;1;ok
6413;2022-11-14 10:35:46;59;0;0;394;327;313;91;1;ok
6414;2022-11-14 10:35:48;59;0;0;394;327;313;91;1;ok
6587;2022-11-14 10:42:37;59;0;0;399;327;335;7;1;ok
6588;2022-11-14 10:42:40;59;0;0;399;327;335;8;1;ok
6589;2022-11-14 10:42:42;59;0;0;399;327;334;8;1;ok
6590;2022-11-14 10:42:44;59;0;0;399;326;332;10;1;ok
6591;2022-11-14 10:42:46;59;0;0;399;328;333;12;1;ok
6592;2022-11-14 10:42:49;59;0;0;399;327;331;14;1;ok
6593;2022-11-14 10:42:51;59;0;0;399;326;331;17;1;ok
6595;2022-11-14 10:42:55;59;0;0;400;326;330;20;1;ok
6596;2022-11-14 10:42:57;59;0;0;400;326;330;20;1;ok
6598;2022-11-14 10:43:02;59;0;0;399;327;328;23;1;ok
6599;2022-11-14 10:43:04;59;0;0;399;327;326;25;1;ok
6600;2022-11-14 10:43:06;59;0;0;399;327;326;27;1;ok
6601;2022-11-14 10:43:08;59;0;0;398;326;325;29;1;ok
6602;2022-11-14 10:43:11;59;0;0;398;327;325;31;1;ok
6603;2022-11-14 10:43:13;59;0;0;398;327;326;34;1;ok
6604;2022-11-14 10:43:15;59;0;0;399;327;325;35;1;ok
6605;2022-11-14 10:43:17;59;0;0;398;326;325;37;1;ok
6607;2022-11-14 10:43:22;59;0;0;400;326;328;42;1;ok
6608;2022-11-14 10:43:24;59;0;0;400;326;328;42;1;ok
6609;2022-11-14 10:43:26;59;0;0;399;326;324;43;1;ok
6610;2022-11-14 10:43:28;59;0;0;399;328;330;45;1;ok
6611;2022-11-14 10:43:31;59;0;0;399;327;328;47;1;ok
6614;2022-11-14 10:43:37;59;0;0;399;328;326;51;1;ok
6615;2022-11-14 10:43:40;59;0;0;399;327;327;52;1;ok
6616;2022-11-14 10:43:42;59;0;0;399;327;327;52;1;ok
6619;2022-11-14 10:43:48;59;0;0;398;328;325;57;1;ok
6620;2022-11-14 10:43:51;59;0;0;398;327;326;59;1;ok
6621;2022-11-14 10:43:53;59;0;0;393;328;320;61;1;ok
6622;2022-11-14 10:43:55;59;0;0;399;327;326;63;1;ok
6623;2022-11-14 10:43:57;59;0;0;399;327;326;65;1;ok
6624;2022-11-14 10:44:00;59;0;0;399;327;325;67;1;ok
6625;2022-11-14 10:44:02;59;0;0;399;327;326;69;1;ok
6626;2022-11-14 10:44:04;59;0;0;399;327;325;71;1;ok
6627;2022-11-14 10:44:07;59;0;0;399;327;326;73;1;ok
6628;2022-11-14 10:44:09;59;0;0;399;326;325;75;1;ok
6629;2022-11-14 10:44:11;59;0;0;399;327;325;77;1;ok
6658;2022-11-14 10:45:37;59;0;0;398;328;327;79;1;ok
6659;2022-11-14 10:45:39;59;0;0;399;326;330;0;1;ok
6660;2022-11-14 10:45:41;59;0;0;399;327;327;1;1;ok
6661;2022-11-14 10:45:43;59;0;0;399;327;326;2;1;ok
6662;2022-11-14 10:45:45;59;0;0;399;326;326;3;1;ok
6663;2022-11-14 10:45:47;59;0;0;399;328;327;4;1;ok
6664;2022-11-14 10:45:49;59;0;0;399;327;329;5;1;ok
6665;2022-11-14 10:45:51;59;0;0;399;328;327;6;1;ok
6666;2022-11-14 10:45:52;59;0;0;398;327;327;7;1;ok
6669;2022-11-14 10:45:58;59;0;0;397;328;317;11;1;ok
6670;2022-11-14 10:46:00;59;0;0;394;328;308;12;1;ok
6671;2022-11-14 10:46:02;59;0;0;394;327;308;13;1;ok
6672;2022-11-14 10:46:04;59;0;0;398;327;345;15;1;ok
6673;2022-11-14 10:46:06;59;0;0;399;327;338;16;1;ok
6674;2022-11-14 10:46:08;59;0;0;399;327;338;18;1;ok
6675;2022-11-14 10:46:11;59;0;0;399;327;336;20;1;ok
6676;2022-11-14 10:46:13;59;0;0;399;327;336;21;1;ok
6677;2022-11-14 10:46:15;59;0;0;400;327;334;23;1;ok
6678;2022-11-14 10:46:18;59;0;0;399;328;336;25;1;ok
6679;2022-11-14 10:46:20;59;0;0;399;327;336;25;1;ok
6680;2022-11-14 10:46:23;59;0;0;399;328;335;27;1;ok
6681;2022-11-14 10:46:24;59;0;0;400;327;331;28;1;ok
6683;2022-11-14 10:46:31;59;0;0;400;327;328;32;1;ok
6684;2022-11-14 10:46:33;59;0;0;399;326;329;32;1;ok
6685;2022-11-14 10:47:00;59;0;0;398;327;330;33;1;ok
6686;2022-11-14 10:47:02;59;0;0;399;327;328;0;1;ok
6687;2022-11-14 10:47:04;59;0;0;399;328;322;1;1;ok
6688;2022-11-14 10:47:06;59;0;0;398;326;319;2;1;ok
6689;2022-11-14 10:47:08;59;0;0;398;327;319;2;1;ok
6690;2022-11-14 10:47:10;59;0;0;398;324;328;3;1;ok
6691;2022-11-14 10:47:12;59;0;0;399;328;321;4;1;ok
6692;2022-11-14 10:47:14;59;0;0;399;328;326;5;1;ok
6693;2022-11-14 10:47:16;59;0;0;399;328;324;6;1;ok
6694;2022-11-14 10:47:18;59;0;0;399;327;325;7;1;ok
6695;2022-11-14 10:47:20;59;0;0;399;327;325;8;1;ok
6696;2022-11-14 10:47:22;59;0;0;399;328;326;8;1;ok
6707;2022-11-14 10:48:08;59;0;0;400;328;327;9;1;ok
6708;2022-11-14 10:48:10;59;0;0;265;328;339;0;2;ok
6709;2022-11-14 10:48:12;59;0;0;265;328;336;0;2;ok
6710;2022-11-14 10:48:14;59;0;0;265;328;336;1;2;ok
6711;2022-11-14 10:48:16;59;0;0;265;329;335;2;2;ok
6712;2022-11-14 10:48:18;59;0;0;265;329;334;3;2;ok
6713;2022-11-14 10:48:20;59;0;0;267;329;313;4;2;ok
6714;2022-11-14 10:48:22;59;0;0;271;329;303;5;2;ok
6715;2022-11-14 10:48:24;59;0;0;271;329;303;5;2;ok
6716;2022-11-14 10:48:26;59;0;0;266;329;351;6;2;ok
6717;2022-11-14 10:48:28;59;0;0;265;328;337;7;2;ok
6718;2022-11-14 10:48:30;59;0;0;265;329;336;8;2;ok
6719;2022-11-14 10:48:33;59;0;0;265;328;338;9;2;ok
6720;2022-11-14 10:48:35;59;0;0;265;328;338;9;2;ok
6721;2022-11-14 10:48:36;59;0;0;264;328;339;10;2;ok
6722;2022-11-14 10:48:38;59;0;0;265;328;337;11;2;ok
6723;2022-11-14 10:48:41;59;0;0;265;329;337;12;2;ok
6724;2022-11-14 10:48:43;59;0;0;265;328;336;12;2;ok
6725;2022-11-14 10:48:45;59;0;0;264;329;338;13;2;ok
6726;2022-11-14 10:48:47;59;0;0;265;329;338;14;2;ok
6727;2022-11-14 10:48:49;59;0;0;265;330;337;15;2;ok
6728;2022-11-14 10:48:51;59;0;0;265;328;336;15;2;ok
6729;2022-11-14 10:48:53;59;0;0;264;330;333;16;2;ok
6730;2022-11-14 10:48:55;59;0;0;264;328;335;17;2;ok
6731;2022-11-14 10:48:57;59;0;0;264;326;337;18;2;ok
6732;2022-11-14 10:48:59;59;0;0;266;329;322;18;2;ok
6733;2022-11-14 10:49:01;59;0;0;266;328;349;19;2;ok
6734;2022-11-14 10:49:03;59;0;0;264;329;336;20;2;ok
6735;2022-11-14 10:49:05;59;0;0;265;328;344;21;2;ok
6736;2022-11-14 10:49:07;59;0;0;265;329;343;22;2;ok
6737;2022-11-14 10:49:09;59;0;0;265;329;343;23;2;ok
6738;2022-11-14 10:49:11;59;0;0;266;327;344;24;2;ok
6739;2022-11-14 10:49:13;59;0;0;265;330;341;25;2;ok
6740;2022-11-14 10:49:15;59;0;0;265;328;340;26;2;ok
6741;2022-11-14 10:49:17;59;0;0;265;328;338;26;2;ok
6742;2022-11-14 10:49:19;59;0;0;264;330;340;27;2;ok
6743;2022-11-14 10:49:21;59;0;0;265;328;341;27;2;ok
6744;2022-11-14 10:49:23;59;0;0;265;329;339;28;2;ok
6745;2022-11-14 10:49:25;59;0;0;264;328;340;29;2;ok
6746;2022-11-14 10:49:27;59;0;0;265;328;339;30;2;ok
6747;2022-11-14 10:49:29;59;0;0;265;329;340;31;2;ok
6748;2022-11-14 10:49:31;59;0;0;265;328;339;32;2;ok
6749;2022-11-14 10:49:34;59;0;0;265;329;338;32;2;ok
6750;2022-11-14 10:49:36;59;0;0;265;325;338;32;2;ok
6751;2022-11-14 10:49:38;59;0;0;265;328;336;33;2;ok
6752;2022-11-14 10:49:40;59;0;0;265;328;337;35;2;ok
6753;2022-11-14 10:49:42;59;0;0;265;328;337;35;2;ok
6754;2022-11-14 10:49:44;59;0;0;265;329;338;36;2;ok
6755;2022-11-14 10:49:46;59;0;0;265;329;337;36;2;ok
6762;2022-11-14 10:50:04;59;0;0;264;329;333;44;2;ok
6763;2022-11-14 10:50:06;59;0;0;264;328;333;44;2;ok
6764;2022-11-14 10:50:08;59;0;0;264;329;333;45;2;ok
6765;2022-11-14 10:50:10;59;0;0;264;329;333;46;2;ok
6766;2022-11-14 10:50:12;59;0;0;265;329;335;47;2;ok
6767;2022-11-14 10:50:14;59;0;0;264;329;333;48;2;ok
6768;2022-11-14 10:50:16;59;0;0;264;329;333;48;2;ok
6769;2022-11-14 10:50:18;59;0;0;264;329;332;49;2;ok
6770;2022-11-14 10:50:20;59;0;0;264;328;334;50;2;ok
6771;2022-11-14 10:50:22;59;0;0;264;328;332;51;2;ok
6772;2022-11-14 10:50:24;59;0;0;264;328;333;52;2;ok
6773;2022-11-14 10:50:26;59;0;0;265;328;334;52;2;ok
6774;2022-11-14 10:50:28;59;0;0;264;328;334;53;2;ok
6775;2022-11-14 10:50:30;59;0;0;263;328;332;54;2;ok
6776;2022-11-14 10:50:32;59;0;0;264;329;336;55;2;ok
6777;2022-11-14 10:50:34;59;0;0;265;325;332;56;2;ok
6778;2022-11-14 10:50:36;59;0;0;264;330;335;56;2;ok
6779;2022-11-14 10:50:38;59;0;0;265;328;335;57;2;ok
6780;2022-11-14 10:50:40;59;0;0;263;329;334;58;2;ok
6781;2022-11-14 10:50:42;59;0;0;264;328;334;59;2;ok
6782;2022-11-14 10:50:44;59;0;0;264;328;334;60;2;ok
6783;2022-11-14 10:50:46;59;0;0;265;328;334;61;2;ok
6784;2022-11-14 10:50:48;59;0;0;264;328;335;62;2;ok
6785;2022-11-14 10:50:50;59;0;0;264;328;334;63;2;ok
6786;2022-11-14 10:50:52;59;0;0;265;329;335;64;2;ok
6787;2022-11-14 10:50:54;59;0;0;265;330;335;65;2;ok
6788;2022-11-14 10:50:56;59;0;0;264;328;333;66;2;ok
6789;2022-11-14 10:50:58;59;0;0;264;329;336;67;2;ok
6790;2022-11-14 10:51:00;59;0;0;265;328;336;68;2;ok
6791;2022-11-14 10:51:02;59;0;0;264;329;334;69;2;ok
6792;2022-11-14 10:51:04;59;0;0;264;329;329;69;2;ok
6793;2022-11-14 10:51:06;59;0;0;265;329;334;70;2;ok
6794;2022-11-14 10:51:08;59;0;0;264;328;334;71;2;ok
6795;2022-11-14 10:51:10;59;0;0;264;328;334;71;2;ok
6796;2022-11-14 10:51:12;59;0;0;265;329;333;72;2;ok
6797;2022-11-14 10:51:15;59;0;0;264;329;334;73;2;ok
6798;2022-11-14 10:51:16;59;0;0;265;329;331;73;2;ok
6799;2022-11-14 10:51:18;59;0;0;265;328;331;74;2;ok
6800;2022-11-14 10:51:20;59;0;0;264;329;329;75;2;ok
6801;2022-11-14 10:51:22;59;0;0;265;329;330;76;2;ok
6802;2022-11-14 10:51:25;59;0;0;266;329;333;77;2;ok
6803;2022-11-14 10:51:26;59;0;0;264;329;335;78;2;ok
6804;2022-11-14 10:51:28;59;0;0;265;328;330;79;2;ok
6805;2022-11-14 10:51:30;59;0;0;264;328;330;80;2;ok
6806;2022-11-14 10:51:32;59;0;0;264;329;331;81;2;ok
6807;2022-11-14 10:51:34;59;0;0;265;329;321;82;2;ok
6808;2022-11-14 10:51:36;59;0;0;265;329;324;83;2;ok
6809;2022-11-14 10:51:38;59;0;0;266;328;323;83;2;ok
6810;2022-11-14 10:51:41;59;0;0;265;328;323;85;2;ok
6811;2022-11-14 10:51:42;59;0;0;265;328;323;85;2;ok
6812;2022-11-14 10:51:44;59;0;0;265;330;329;86;2;ok
