(6811, datetime.datetime(2022, 11, 14, 10, 51, 42), 59, '0', '0', 265.0, 328.0, 323.0, 85.0, 2.0, 'ok')
(6812, datetime.datetime(2022, 11, 14, 10, 51, 44), 59, '0', '0', 265.0, 330.0, 329.0, 86.0, 2.0, 'ok')
(6813, datetime.datetime(2022, 11, 14, 10, 51, 48), 59, '0', '0', 265.0, 329.0, 331.0, 87.0, 2.0, 'ok')
(6814, datetime.datetime(2022, 11, 14, 10, 51, 49), 59, '0', '0', 264.0, 329.0, 331.0, 87.0, 2.0, 'ok')
(6815, datetime.datetime(2022, 11, 14, 10, 51, 51), 59, '0', '0', 265.0, 329.0, 331.0, 88.0, 2.0, 'ok')
(6816, datetime.datetime(2022, 11, 14, 10, 51, 53), 59, '0', '0', 264.0, 329.0, 331.0, 89.0, 2.0, 'ok')
(6817, datetime.datetime(2022, 11, 14, 10, 51, 55), 59, '0', '0', 264.0, 329.0, 332.0, 90.0, 2.0, 'ok')
(6818, datetime.datetime(2022, 11, 14, 10, 51, 57), 59, '0', '0', 265.0, 328.0, 332.0, 90.0, 2.0, 'ok')
(6819, datetime.datetime(2022, 11, 14, 10, 51, 59), 59, '0', '0', 264.0, 329.0, 332.0, 91.0, 2.0, 'ok')
(6820, datetime.datetime(2022, 11, 14, 10, 52, 1), 59, '0', '0', 264.0, 328.0, 331.0, 92.0, 2.0, 'ok')
(6821, datetime.datetime(2022, 11, 14, 10, 52, 3), 59, '0', '0', 264.0, 329.0, 331.0, 93.0, 2.0, 'ok')
(6822, datetime.datetime(2022, 11, 14, 10, 52, 5), 59, '0', '0', 265.0, 328.0, 332.0, 94.0, 2.0, 'ok')
(6823, datetime.datetime(2022, 11, 14, 10, 52, 7), 59, '0', '0', 264.0, 329.0, 331.0, 95.0, 2.0, 'ok')
(6824, datetime.datetime(2022, 11, 14, 10, 52, 9), 59, '0', '0', 264.0, 329.0, 334.0, 96.0, 2.0, 'ok')
(6825, datetime.datetime(2022, 11, 14, 10, 52, 11), 59, '0', '0', 265.0, 329.0, 337.0, 97.0, 2.0, 'ok')
(6826, datetime.datetime(2022, 11, 14, 10, 52, 13), 59, '0', '0', 264.0, 329.0, 330.0, 97.0, 2.0, 'ok')
(6827, datetime.datetime(2022, 11, 14, 10, 52, 15), 59, '0', '0', 264.0, 329.0, 333.0, 98.0, 2.0, 'ok')
(6848, datetime.datetime(2022, 11, 14, 10, 54, 7), 59, '0', '0', 336.0, 328.0, 400.0, 5.0, 3.0, 'ok')
(6849, datetime.datetime(2022, 11, 14, 10, 54, 9), 59, '0', '0', 336.0, 328.0, 400.0, 5.0, 3.0, 'ok')
(6850, datetime.datetime(2022, 11, 14, 10, 54, 11), 59, '0', '0', 336.0, 328.0, 400.0, 7.0, 3.0, 'ok')
(6851, datetime.datetime(2022, 11, 14, 10, 54, 13), 59, '0', '0', 335.0, 327.0, 400.0, 8.0, 3.0, 'ok')
(6852, datetime.datetime(2022, 11, 14, 10, 54, 15), 59, '0', '0', 336.0, 328.0, 401.0, 9.0, 3.0, 'ok')
(6853, datetime.datetime(2022, 11, 14, 10, 54, 17), 59, '0', '0', 335.0, 327.0, 400.0, 10.0, 3.0, 'ok')
(6854, datetime.datetime(2022, 11, 14, 10, 54, 19), 59, '0', '0', 336.0, 328.0, 400.0, 11.0, 3.0, 'ok')
(6855, datetime.datetime(2022, 11, 14, 10, 54, 21), 59, '0', '0', 336.0, 327.0, 400.0, 12.0, 3.0, 'ok')
(6856, datetime.datetime(2022, 11, 14, 10, 54, 23), 59, '0', '0', 336.0, 327.0, 400.0, 13.0, 3.0, 'ok')
(6857, datetime.datetime(2022, 11, 14, 10, 54, 25), 59, '0', '0', 335.0, 328.0, 400.0, 14.0, 3.0, 'ok')
(6858, datetime.datetime(2022, 11, 14, 10, 54, 27), 59, '0', '0', 335.0, 328.0, 400.0, 15.0, 3.0, 'ok')
(6859, datetime.datetime(2022, 11, 14, 10, 54, 29), 59, '0', '0', 335.0, 328.0, 400.0, 16.0, 3.0, 'ok')
(6860, datetime.datetime(2022, 11, 14, 10, 54, 31), 59, '0', '0', 335.0, 328.0, 400.0, 16.0, 3.0, 'ok')
(6861, datetime.datetime(2022, 11, 14, 10, 54, 33), 59, '0', '0', 336.0, 328.0, 401.0, 17.0, 3.0, 'ok')
(6862, datetime.datetime(2022, 11, 14, 10, 54, 35), 59, '0', '0', 335.0, 328.0, 400.0, 18.0, 3.0, 'ok')
(6863, datetime.datetime(2022, 11, 14, 10, 54, 37), 59, '0', '0', 336.0, 327.0, 400.0, 19.0, 3.0, 'ok')
(6864, datetime.datetime(2022, 11, 14, 10, 54, 39), 59, '0', '0', 336.0, 328.0, 400.0, 20.0, 3.0, 'ok')
(6865, datetime.datetime(2022, 11, 14, 10, 54, 41), 59, '0', '0', 336.0, 328.0, 401.0, 20.0, 3.0, 'ok')
(6866, datetime.datetime(2022, 11, 14, 10, 54, 43), 59, '0', '0', 336.0, 328.0, 401.0, 21.0, 3.0, 'ok')
(6867, datetime.datetime(2022, 11, 14, 10, 54, 45), 59, '0', '0', 336.0, 328.0, 400.0, 22.0, 3.0, 'ok')
(6868, datetime.datetime(2022, 11, 14, 10, 54, 47), 59, '0', '0', 336.0, 328.0, 400.0, 23.0, 3.0, 'ok')
(6869, datetime.datetime(2022, 11, 14, 10, 54, 49), 59, '0', '0', 335.0, 328.0, 401.0, 24.0, 3.0, 'ok')
(6870, datetime.datetime(2022, 11, 14, 10, 54, 51), 59, '0', '0', 336.0, 329.0, 401.0, 26.0, 3.0, 'ok')
(6871, datetime.datetime(2022, 11, 14, 10, 54, 53), 59, '0', '0', 336.0, 329.0, 401.0, 26.0, 3.0, 'ok')
(6872, datetime.datetime(2022, 11, 14, 10, 54, 55), 59, '0', '0', 336.0, 328.0, 400.0, 27.0, 3.0, 'ok')
(6873, datetime.datetime(2022, 11, 14, 10, 54, 57), 59, '0', '0', 335.0, 329.0, 401.0, 28.0, 3.0, 'ok')
(6874, datetime.datetime(2022, 11, 14, 10, 54, 59), 59, '0', '0', 336.0, 328.0, 400.0, 29.0, 3.0, 'ok')
(6875, datetime.datetime(2022, 11, 14, 10, 55, 1), 59, '0', '0', 336.0, 328.0, 400.0, 30.0, 3.0, 'ok')
(6876, datetime.datetime(2022, 11, 14, 10, 55, 3), 59, '0', '0', 335.0, 327.0, 400.0, 31.0, 3.0, 'ok')
(6877, datetime.datetime(2022, 11, 14, 10, 55, 5), 59, '0', '0', 336.0, 327.0, 400.0, 32.0, 3.0, 'ok')
(6878, datetime.datetime(2022, 11, 14, 10, 55, 7), 59, '0', '0', 336.0, 327.0, 400.0, 32.0, 3.0, 'ok')
(6879, datetime.datetime(2022, 11, 14, 10, 55, 9), 59, '0', '0', 335.0, 327.0, 401.0, 34.0, 3.0, 'ok')
(6880, datetime.datetime(2022, 11, 14, 10, 55, 11), 59, '0', '0', 335.0, 327.0, 401.0, 34.0, 3.0, 'ok')
(6881, datetime.datetime(2022, 11, 14, 10, 55, 13), 59, '0', '0', 335.0, 327.0, 401.0, 36.0, 3.0, 'ok')
(6882, datetime.datetime(2022, 11, 14, 10, 55, 15), 59, '0', '0', 335.0, 327.0, 401.0, 36.0, 3.0, 'ok')
(6883, datetime.datetime(2022, 11, 14, 10, 55, 17), 59, '0', '0', 336.0, 328.0, 400.0, 37.0, 3.0, 'ok')
(6884, datetime.datetime(2022, 11, 14, 10, 55, 19), 59, '0', '0', 336.0, 328.0, 400.0, 38.0, 3.0, 'ok')
(6885, datetime.datetime(2022, 11, 14, 10, 55, 21), 59, '0', '0', 336.0, 327.0, 400.0, 39.0, 3.0, 'ok')
(6886, datetime.datetime(2022, 11, 14, 10, 55, 23), 59, '0', '0', 336.0, 327.0, 400.0, 40.0, 3.0, 'ok')
(6887, datetime.datetime(2022, 11, 14, 10, 55, 25), 59, '0', '0', 336.0, 328.0, 400.0, 41.0, 3.0, 'ok')
(6888, datetime.datetime(2022, 11, 14, 10, 55, 27), 59, '0', '0', 336.0, 329.0, 400.0, 42.0, 3.0, 'ok')
(6889, datetime.datetime(2022, 11, 14, 10, 55, 29), 59, '0', '0', 336.0, 328.0, 401.0, 43.0, 3.0, 'ok')
(6890, datetime.datetime(2022, 11, 14, 10, 55, 31), 59, '0', '0', 336.0, 327.0, 400.0, 44.0, 3.0, 'ok')
(6891, datetime.datetime(2022, 11, 14, 10, 55, 33), 59, '0', '0', 336.0, 328.0, 400.0, 45.0, 3.0, 'ok')
(6892, datetime.datetime(2022, 11, 14, 10, 55, 35), 59, '0', '0', 335.0, 327.0, 400.0, 46.0, 3.0, 'ok')
(6893, datetime.datetime(2022, 11, 14, 10, 55, 37), 59, '0', '0', 335.0, 328.0, 401.0, 47.0, 3.0, 'ok')
(6894, datetime.datetime(2022, 11, 14, 10, 55, 40), 59, '0', '0', 336.0, 327.0, 400.0, 47.0, 3.0, 'ok')
(6895, datetime.datetime(2022, 11, 14, 10, 55, 42), 59, '0', '0', 336.0, 327.0, 400.0, 47.0, 3.0, 'ok')
(6896, datetime.datetime(2022, 11, 14, 10, 55, 44), 59, '0', '0', 335.0, 328.0, 400.0, 48.0, 3.0, 'ok')
(6897, datetime.datetime(2022, 11, 14, 10, 55, 46), 59, '0', '0', 335.0, 327.0, 400.0, 49.0, 3.0, 'ok')
(6898, datetime.datetime(2022, 11, 14, 10, 55, 48), 59, '0', '0', 336.0, 328.0, 401.0, 50.0, 3.0, 'ok')
(6899, datetime.datetime(2022, 11, 14, 10, 55, 50), 59, '0', '0', 336.0, 328.0, 400.0, 51.0, 3.0, 'ok')
(6900, datetime.datetime(2022, 11, 14, 10, 55, 52), 59, '0', '0', 335.0, 327.0, 400.0, 52.0, 3.0, 'ok')
(6901, datetime.datetime(2022, 11, 14, 10, 55, 54), 59, '0', '0', 336.0, 327.0, 400.0, 53.0, 3.0, 'ok')
(6902, datetime.datetime(2022, 11, 14, 10, 55, 56), 59, '0', '0', 336.0, 327.0, 400.0, 54.0, 3.0, 'ok')
(6903, datetime.datetime(2022, 11, 14, 10, 55, 57), 59, '0', '0', 335.0, 328.0, 400.0, 55.0, 3.0, 'ok')
(6904, datetime.datetime(2022, 11, 14, 10, 56), 59, '0', '0', 336.0, 329.0, 400.0, 57.0, 3.0, 'ok')
(6905, datetime.datetime(2022, 11, 14, 10, 56, 1), 59, '0', '0', 336.0, 329.0, 400.0, 57.0, 3.0, 'ok')
(6906, datetime.datetime(2022, 11, 14, 10, 56, 3), 59, '0', '0', 335.0, 328.0, 401.0, 58.0, 3.0, 'ok')
(6907, datetime.datetime(2022, 11, 14, 10, 56, 5), 59, '0', '0', 336.0, 327.0, 400.0, 59.0, 3.0, 'ok')
(6908, datetime.datetime(2022, 11, 14, 10, 56, 7), 59, '0', '0', 336.0, 328.0, 400.0, 60.0, 3.0, 'ok')
(6909, datetime.datetime(2022, 11, 14, 10, 56, 9), 59, '0', '0', 336.0, 327.0, 400.0, 61.0, 3.0, 'ok')
(6910, datetime.datetime(2022, 11, 14, 10, 56, 11), 59, '0', '0', 335.0, 327.0, 400.0, 62.0, 3.0, 'ok')
(6911, datetime.datetime(2022, 11, 14, 10, 56, 13), 59, '0', '0', 336.0, 328.0, 400.0, 63.0, 3.0, 'ok')
(6912, datetime.datetime(2022, 11, 14, 10, 56, 15), 59, '0', '0', 336.0, 328.0, 400.0, 64.0, 3.0, 'ok')
(6913, datetime.datetime(2022, 11, 14, 10, 56, 17), 59, '0', '0', 336.0, 328.0, 400.0, 66.0, 3.0, 'ok')
(6914, datetime.datetime(2022, 11, 14, 10, 56, 19), 59, '0', '0', 336.0, 328.0, 400.0, 66.0, 3.0, 'ok')
(6915, datetime.datetime(2022, 11, 14, 10, 56, 22), 59, '0', '0', 336.0, 327.0, 400.0, 67.0, 3.0, 'ok')
(6916, datetime.datetime(2022, 11, 14, 10, 56, 24), 59, '0', '0', 335.0, 327.0, 400.0, 67.0, 3.0, 'ok')
(6917, datetime.datetime(2022, 11, 14, 10, 56, 26), 59, '0', '0', 336.0, 328.0, 400.0, 67.0, 3.0, 'ok')
(6918, datetime.datetime(2022, 11, 14, 10, 56, 28), 59, '0', '0', 336.0, 328.0, 401.0, 68.0, 3.0, 'ok')
(6919, datetime.datetime(2022, 11, 14, 10, 56, 30), 59, '0', '0', 336.0, 328.0, 401.0, 69.0, 3.0, 'ok')
(6920, datetime.datetime(2022, 11, 14, 10, 56, 32), 59, '0', '0', 336.0, 328.0, 401.0, 69.0, 3.0, 'ok')
(6921, datetime.datetime(2022, 11, 14, 10, 56, 34), 59, '0', '0', 336.0, 328.0, 400.0, 70.0, 3.0, 'ok')
(6922, datetime.datetime(2022, 11, 14, 10, 56, 36), 59, '0', '0', 335.0, 327.0, 400.0, 71.0, 3.0, 'ok')
(6923, datetime.datetime(2022, 11, 14, 10, 56, 38), 59, '0', '0', 335.0, 328.0, 401.0, 72.0, 3.0, 'ok')
(6924, datetime.datetime(2022, 11, 14, 10, 56, 40), 59, '0', '0', 335.0, 328.0, 400.0, 72.0, 3.0, 'ok')
(6925, datetime.datetime(2022, 11, 14, 10, 56, 42), 59, '0', '0', 336.0, 329.0, 401.0, 73.0, 3.0, 'ok')
(6926, datetime.datetime(2022, 11, 14, 10, 56, 44), 59, '0', '0', 335.0, 328.0, 400.0, 74.0, 3.0, 'ok')
(6927, datetime.datetime(2022, 11, 14, 10, 56, 46), 59, '0', '0', 335.0, 328.0, 400.0, 75.0, 3.0, 'ok')
(6928, datetime.datetime(2022, 11, 14, 10, 56, 48), 59, '0', '0', 335.0, 327.0, 401.0, 76.0, 3.0, 'ok')
(6929, datetime.datetime(2022, 11, 14, 10, 56, 50), 59, '0', '0', 336.0, 328.0, 400.0, 77.0, 3.0, 'ok')
(6930, datetime.datetime(2022, 11, 14, 10, 56, 52), 59, '0', '0', 336.0, 328.0, 400.0, 78.0, 3.0, 'ok')
(6931, datetime.datetime(2022, 11, 14, 10, 56, 54), 59, '0', '0', 336.0, 328.0, 401.0, 79.0, 3.0, 'ok')
(6932, datetime.datetime(2022, 11, 14, 10, 56, 56), 59, '0', '0', 335.0, 328.0, 400.0, 80.0, 3.0, 'ok')
(6933, datetime.datetime(2022, 11, 14, 10, 56, 58), 59, '0', '0', 336.0, 328.0, 400.0, 81.0, 3.0, 'ok')
(6934, datetime.datetime(2022, 11, 14, 10, 57), 59, '0', '0', 336.0, 328.0, 400.0, 82.0, 3.0, 'ok')
(6935, datetime.datetime(2022, 11, 14, 10, 57, 2), 59, '0', '0', 335.0, 327.0, 400.0, 82.0, 3.0, 'ok')
(6936, datetime.datetime(2022, 11, 14, 10, 57, 4), 59, '0', '0', 335.0, 328.0, 401.0, 83.0, 3.0, 'ok')
(6937, datetime.datetime(2022, 11, 14, 10, 57, 6), 59, '0', '0', 336.0, 327.0, 401.0, 84.0, 3.0, 'ok')
(6938, datetime.datetime(2022, 11, 14, 10, 57, 8), 59, '0', '0', 336.0, 328.0, 400.0, 85.0, 3.0, 'ok')
(6939, datetime.datetime(2022, 11, 14, 10, 57, 10), 59, '0', '0', 336.0, 328.0, 400.0, 86.0, 3.0, 'ok')
(6940, datetime.datetime(2022, 11, 14, 10, 57, 12), 59, '0', '0', 336.0, 328.0, 401.0, 87.0, 3.0, 'ok')
(6941, datetime.datetime(2022, 11, 14, 10, 57, 14), 59, '0', '0', 335.0, 327.0, 400.0, 88.0, 3.0, 'ok')
(6942, datetime.datetime(2022, 11, 14, 10, 57, 16), 59, '0', '0', 336.0, 328.0, 400.0, 89.0, 3.0, 'ok')
(6943, datetime.datetime(2022, 11, 14, 10, 57, 18), 59, '0', '0', 336.0, 327.0, 400.0, 90.0, 3.0, 'ok')
(6944, datetime.datetime(2022, 11, 14, 10, 57, 20), 59, '0', '0', 336.0, 329.0, 401.0, 91.0, 3.0, 'ok')
(6945, datetime.datetime(2022, 11, 14, 10, 57, 22), 59, '0', '0', 336.0, 328.0, 400.0, 92.0, 3.0, 'ok')
(6946, datetime.datetime(2022, 11, 14, 10, 57, 24), 59, '0', '0', 336.0, 327.0, 401.0, 93.0, 3.0, 'ok')
(6947, datetime.datetime(2022, 11, 14, 10, 57, 26), 59, '0', '0', 335.0, 328.0, 400.0, 94.0, 3.0, 'ok')
(6948, datetime.datetime(2022, 11, 14, 10, 57, 28), 59, '0', '0', 335.0, 327.0, 400.0, 95.0, 3.0, 'ok')
(6949, datetime.datetime(2022, 11, 14, 10, 57, 30), 59, '0', '0', 336.0, 327.0, 400.0, 96.0, 3.0, 'ok')
(6950, datetime.datetime(2022, 11, 14, 10, 57, 32), 59, '0', '0', 336.0, 327.0, 400.0, 97.0, 3.0, 'ok')
(6951, datetime.datetime(2022, 11, 14, 10, 57, 34), 59, '0', '0', 336.0, 328.0, 400.0, 98.0, 3.0, 'ok')
(6952, datetime.datetime(2022, 11, 14, 10, 58, 22), 59, '0', '0', 336.0, 328.0, 401.0, 99.0, 3.0, 'ok')
(6953, datetime.datetime(2022, 11, 14, 10, 58, 24), 59, '0', '0', 330.0, 328.0, 270.0, 0.0, 4.0, 'ok')
(6954, datetime.datetime(2022, 11, 14, 10, 58, 26), 59, '0', '0', 330.0, 329.0, 267.0, 1.0, 4.0, 'ok')
(6955, datetime.datetime(2022, 11, 14, 10, 58, 28), 59, '0', '0', 330.0, 327.0, 268.0, 2.0, 4.0, 'ok')
(6956, datetime.datetime(2022, 11, 14, 10, 58, 30), 59, '0', '0', 330.0, 326.0, 267.0, 3.0, 4.0, 'ok')
(6957, datetime.datetime(2022, 11, 14, 10, 58, 32), 59, '0', '0', 330.0, 326.0, 267.0, 3.0, 4.0, 'ok')
(6958, datetime.datetime(2022, 11, 14, 10, 58, 34), 59, '0', '0', 330.0, 326.0, 267.0, 4.0, 4.0, 'ok')
(6959, datetime.datetime(2022, 11, 14, 10, 58, 36), 59, '0', '0', 331.0, 325.0, 269.0, 5.0, 4.0, 'ok')
(6960, datetime.datetime(2022, 11, 14, 10, 58, 38), 59, '0', '0', 329.0, 326.0, 266.0, 6.0, 4.0, 'ok')
(6961, datetime.datetime(2022, 11, 14, 10, 58, 40), 59, '0', '0', 330.0, 325.0, 267.0, 6.0, 4.0, 'ok')
(6962, datetime.datetime(2022, 11, 14, 10, 58, 42), 59, '0', '0', 330.0, 326.0, 268.0, 7.0, 4.0, 'ok')
(6963, datetime.datetime(2022, 11, 14, 10, 58, 44), 59, '0', '0', 330.0, 326.0, 268.0, 8.0, 4.0, 'ok')
(6964, datetime.datetime(2022, 11, 14, 10, 58, 46), 59, '0', '0', 331.0, 329.0, 273.0, 9.0, 4.0, 'ok')
(6965, datetime.datetime(2022, 11, 14, 10, 58, 48), 59, '0', '0', 329.0, 328.0, 267.0, 10.0, 4.0, 'ok')
(6966, datetime.datetime(2022, 11, 14, 10, 58, 50), 59, '0', '0', 327.0, 327.0, 265.0, 10.0, 4.0, 'ok')
(6967, datetime.datetime(2022, 11, 14, 10, 58, 52), 59, '0', '0', 327.0, 329.0, 268.0, 11.0, 4.0, 'ok')
(6968, datetime.datetime(2022, 11, 14, 10, 58, 54), 59, '0', '0', 326.0, 326.0, 267.0, 12.0, 4.0, 'ok')
(6969, datetime.datetime(2022, 11, 14, 10, 58, 56), 59, '0', '0', 326.0, 329.0, 267.0, 13.0, 4.0, 'ok')
(6970, datetime.datetime(2022, 11, 14, 10, 58, 59), 59, '0', '0', 327.0, 328.0, 268.0, 13.0, 4.0, 'ok')
(6971, datetime.datetime(2022, 11, 14, 10, 59, 1), 59, '0', '0', 326.0, 326.0, 267.0, 14.0, 4.0, 'ok')
(6972, datetime.datetime(2022, 11, 14, 10, 59, 3), 59, '0', '0', 326.0, 327.0, 267.0, 14.0, 4.0, 'ok')
(6973, datetime.datetime(2022, 11, 14, 10, 59, 5), 59, '0', '0', 325.0, 326.0, 269.0, 15.0, 4.0, 'ok')
(6974, datetime.datetime(2022, 11, 14, 10, 59, 7), 59, '0', '0', 325.0, 326.0, 269.0, 15.0, 4.0, 'ok')
(6975, datetime.datetime(2022, 11, 14, 10, 59, 9), 59, '0', '0', 331.0, 328.0, 264.0, 16.0, 4.0, 'ok')
(6976, datetime.datetime(2022, 11, 14, 10, 59, 11), 59, '0', '0', 331.0, 330.0, 267.0, 17.0, 4.0, 'ok')
(6977, datetime.datetime(2022, 11, 14, 10, 59, 13), 59, '0', '0', 330.0, 327.0, 268.0, 18.0, 4.0, 'ok')
(6978, datetime.datetime(2022, 11, 14, 10, 59, 15), 59, '0', '0', 330.0, 328.0, 268.0, 19.0, 4.0, 'ok')
(6979, datetime.datetime(2022, 11, 14, 10, 59, 17), 59, '0', '0', 330.0, 327.0, 267.0, 20.0, 4.0, 'ok')
(6980, datetime.datetime(2022, 11, 14, 10, 59, 19), 59, '0', '0', 329.0, 329.0, 266.0, 21.0, 4.0, 'ok')
(6981, datetime.datetime(2022, 11, 14, 10, 59, 21), 59, '0', '0', 330.0, 327.0, 267.0, 22.0, 4.0, 'ok')
(6982, datetime.datetime(2022, 11, 14, 10, 59, 23), 59, '0', '0', 330.0, 327.0, 268.0, 23.0, 4.0, 'ok')
(6984, datetime.datetime(2022, 11, 14, 10, 59, 28), 59, '0', '0', 328.0, 327.0, 268.0, 27.0, 4.0, 'ok')
(6986, datetime.datetime(2022, 11, 14, 10, 59, 33), 59, '0', '0', 325.0, 325.0, 268.0, 31.0, 4.0, 'ok')
(6988, datetime.datetime(2022, 11, 14, 10, 59, 38), 59, '0', '0', 326.0, 324.0, 268.0, 35.0, 4.0, 'ok')
(6990, datetime.datetime(2022, 11, 14, 10, 59, 42), 59, '0', '0', 327.0, 325.0, 268.0, 39.0, 4.0, 'ok')
(6992, datetime.datetime(2022, 11, 14, 10, 59, 47), 59, '0', '0', 327.0, 325.0, 267.0, 43.0, 4.0, 'ok')
(6994, datetime.datetime(2022, 11, 14, 10, 59, 51), 59, '0', '0', 326.0, 326.0, 267.0, 46.0, 4.0, 'ok')
(6995, datetime.datetime(2022, 11, 14, 10, 59, 54), 59, '0', '0', 328.0, 325.0, 268.0, 48.0, 4.0, 'ok')
(6996, datetime.datetime(2022, 11, 14, 10, 59, 56), 59, '0', '0', 327.0, 325.0, 268.0, 48.0, 4.0, 'ok')
(6997, datetime.datetime(2022, 11, 14, 10, 59, 58), 59, '0', '0', 327.0, 327.0, 268.0, 49.0, 4.0, 'ok')
(6998, datetime.datetime(2022, 11, 14, 11, 0), 59, '0', '0', 325.0, 328.0, 267.0, 51.0, 4.0, 'ok')
(6999, datetime.datetime(2022, 11, 14, 11, 0, 2), 59, '0', '0', 325.0, 327.0, 267.0, 52.0, 4.0, 'ok')
(7000, datetime.datetime(2022, 11, 14, 11, 0, 4), 59, '0', '0', 327.0, 326.0, 269.0, 52.0, 4.0, 'ok')
(7001, datetime.datetime(2022, 11, 14, 11, 0, 7), 59, '0', '0', 327.0, 328.0, 268.0, 52.0, 4.0, 'ok')
(7002, datetime.datetime(2022, 11, 14, 11, 0, 9), 59, '0', '0', 327.0, 328.0, 268.0, 52.0, 4.0, 'ok')
(7003, datetime.datetime(2022, 11, 14, 11, 0, 10), 59, '0', '0', 328.0, 327.0, 266.0, 53.0, 4.0, 'ok')
(7004, datetime.datetime(2022, 11, 14, 11, 0, 12), 59, '0', '0', 325.0, 331.0, 267.0, 54.0, 4.0, 'ok')
(7005, datetime.datetime(2022, 11, 14, 11, 0, 14), 59, '0', '0', 337.0, 328.0, 264.0, 55.0, 4.0, 'ok')
(7006, datetime.datetime(2022, 11, 14, 11, 0, 16), 59, '0', '0', 332.0, 329.0, 266.0, 56.0, 4.0, 'ok')
(7007, datetime.datetime(2022, 11, 14, 11, 0, 18), 59, '0', '0', 296.0, 324.0, 275.0, 57.0, 4.0, 'ok')
(7008, datetime.datetime(2022, 11, 14, 11, 0, 21), 59, '0', '0', 325.0, 330.0, 267.0, 58.0, 4.0, 'ok')
(7009, datetime.datetime(2022, 11, 14, 11, 0, 23), 59, '0', '0', 325.0, 330.0, 267.0, 58.0, 4.0, 'ok')
(7010, datetime.datetime(2022, 11, 14, 11, 0, 25), 59, '0', '0', 330.0, 329.0, 267.0, 59.0, 4.0, 'ok')
(7011, datetime.datetime(2022, 11, 14, 11, 0, 27), 59, '0', '0', 329.0, 329.0, 267.0, 59.0, 4.0, 'ok')
(7012, datetime.datetime(2022, 11, 14, 11, 0, 29), 59, '0', '0', 329.0, 329.0, 268.0, 60.0, 4.0, 'ok')
(7013, datetime.datetime(2022, 11, 14, 11, 0, 31), 59, '0', '0', 330.0, 328.0, 268.0, 61.0, 4.0, 'ok')
(7014, datetime.datetime(2022, 11, 14, 11, 0, 33), 59, '0', '0', 329.0, 328.0, 267.0, 61.0, 4.0, 'ok')
(7015, datetime.datetime(2022, 11, 14, 11, 0, 35), 59, '0', '0', 331.0, 329.0, 270.0, 63.0, 4.0, 'ok')
(7016, datetime.datetime(2022, 11, 14, 11, 0, 37), 59, '0', '0', 331.0, 329.0, 270.0, 63.0, 4.0, 'ok')
(7017, datetime.datetime(2022, 11, 14, 11, 0, 39), 59, '0', '0', 324.0, 328.0, 268.0, 63.0, 4.0, 'ok')
(7018, datetime.datetime(2022, 11, 14, 11, 0, 41), 59, '0', '0', 323.0, 328.0, 268.0, 64.0, 4.0, 'ok')
(7019, datetime.datetime(2022, 11, 14, 11, 0, 43), 59, '0', '0', 321.0, 327.0, 268.0, 65.0, 4.0, 'ok')
(7020, datetime.datetime(2022, 11, 14, 11, 0, 46), 59, '0', '0', 319.0, 327.0, 267.0, 66.0, 4.0, 'ok')
(7021, datetime.datetime(2022, 11, 14, 11, 0, 47), 59, '0', '0', 321.0, 327.0, 268.0, 67.0, 4.0, 'ok')
(7022, datetime.datetime(2022, 11, 14, 11, 0, 49), 59, '0', '0', 319.0, 326.0, 269.0, 68.0, 4.0, 'ok')
(7023, datetime.datetime(2022, 11, 14, 11, 0, 51), 59, '0', '0', 320.0, 326.0, 269.0, 69.0, 4.0, 'ok')
(7024, datetime.datetime(2022, 11, 14, 11, 0, 53), 59, '0', '0', 321.0, 326.0, 268.0, 69.0, 4.0, 'ok')
(7025, datetime.datetime(2022, 11, 14, 11, 0, 55), 59, '0', '0', 320.0, 326.0, 269.0, 70.0, 4.0, 'ok')
(7026, datetime.datetime(2022, 11, 14, 11, 0, 57), 59, '0', '0', 321.0, 327.0, 269.0, 71.0, 4.0, 'ok')
(7027, datetime.datetime(2022, 11, 14, 11, 0, 59), 59, '0', '0', 315.0, 326.0, 270.0, 73.0, 4.0, 'ok')
(7028, datetime.datetime(2022, 11, 14, 11, 1, 1), 59, '0', '0', 315.0, 326.0, 270.0, 73.0, 4.0, 'ok')
(7029, datetime.datetime(2022, 11, 14, 11, 1, 3), 59, '0', '0', 319.0, 327.0, 269.0, 74.0, 4.0, 'ok')
(7030, datetime.datetime(2022, 11, 14, 11, 1, 5), 59, '0', '0', 331.0, 329.0, 268.0, 75.0, 4.0, 'ok')
(7031, datetime.datetime(2022, 11, 14, 11, 1, 8), 59, '0', '0', 330.0, 330.0, 268.0, 76.0, 4.0, 'ok')
(7032, datetime.datetime(2022, 11, 14, 11, 1, 10), 59, '0', '0', 330.0, 330.0, 268.0, 76.0, 4.0, 'ok')
(7033, datetime.datetime(2022, 11, 14, 11, 1, 12), 59, '0', '0', 329.0, 329.0, 268.0, 77.0, 4.0, 'ok')
(7034, datetime.datetime(2022, 11, 14, 11, 1, 14), 59, '0', '0', 329.0, 330.0, 267.0, 77.0, 4.0, 'ok')
(7035, datetime.datetime(2022, 11, 14, 11, 1, 16), 59, '0', '0', 327.0, 329.0, 266.0, 78.0, 4.0, 'ok')
(7036, datetime.datetime(2022, 11, 14, 11, 1, 18), 59, '0', '0', 326.0, 329.0, 268.0, 79.0, 4.0, 'ok')
